"title","Description","image","category","Health","Armour","Weight","Cost","length","width","height","relativeBuoyancy","emptySpaceBuoyancy","empSusceptibility","empDamageTaken","empDamageReduction","Flammability","Fire Resistance","maxStructuralArmourBoost","extraLengthHealth","dragStopper","dragFront","dragBack","dragTop","dragBottom","dragLeft","dragRight","GUID","radarReturn","Volume Factor","Buoyancy Factor","waterTight","explosionOnDeath","placeableOnFortress","placeableOnStructure","placeableOnVehicle","placeableInPrefab","placeableOnSubConstructable","allowsExhaust","allowsVisibleBandTransmission","allowsIrBandTransmission","allowsRadarBandTransmission","allowsSonarBandTransmission","mesh1","mesh2","mesh3","mesh4","mesh5","mesh6","mesh7","mesh8","mesh9","mesh10","mesh11","mesh12","mesh13","mesh14","mesh15","mesh16","mesh17","mesh18","mesh19","mesh20","mesh21","mesh22","mesh23","mesh24","mesh25","mesh26","mesh27","mesh28"
"Mimic: Cube","","Mimic: Cube.png","Unset or unrecognized block category","100","4","3","0","1","1","1","34.6","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","49298135-4e24-4feb-93c3-bdff67e36be9","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Mimic Cylinder Pierced Hollow","","Mimic Cylinder Pierced Hollow.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","59bfe254-84bf-4099-9d61-59fb8899cece","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Cylinder Pierced","","Mimic Cylinder Pierced.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","61680c27-5054-4f8d-8ef3-3a8ec7adcfc3","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic: Empty","Completely invisible.","Mimic: Empty.png","Unset or unrecognized block category","100","4","3","0","1","1","1","34.6","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","a27556f3-78a9-4a34-8adc-c31f812aed4f","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Mimic: Hexagon","New description","Mimic: Hexagon.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","60","10","0","0","True","1","1","1","1","1","1","7490e664-d2f5-4da2-bdd1-1c347cdff129","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Hollow Sides","","Mimic Hollow Sides.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","b3fd9f88-e13b-408a-b3d7-995f6358df4e","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Hollow U","","Mimic Hollow U.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","7294cb46-6581-42a3-9268-255897d37c4c","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Hollow","","Mimic Hollow.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","7cc2cac9-7f1f-485d-83dc-8ed58e83c6a1","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Nosecone","","Mimic Nosecone.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","45a07224-fb08-43d4-8291-40bb17056726","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic: Pentagon","","Mimic: Pentagon.png","Unset or unrecognized block category","100","4","3","0","1","1","1","34.6","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","c91a1b6c-33a3-497c-ac42-9586cd13933e","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Mimic Plane Circle","","Mimic Plane Circle.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","a88310bc-e314-43c5-9485-a4d0684b77ff","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Plane Square","","Mimic Plane Square.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","1b0dcd1c-3fd7-4192-b95e-a717fa59873f","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Plane Triangle","","Mimic Plane Triangle.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","dbe43699-0257-4221-bcb2-83b069b828aa","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Pole Half Hollow","","Mimic Pole Half Hollow.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","38e74f08-8f21-400e-91ee-194208c8fd94","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Pole Half","","Mimic Pole Half.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","fb37fdf7-d602-45ed-8b5a-4904ae2d5249","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Pole Negative","","Mimic Pole Negative.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","c8f668fd-b261-426f-aaf7-be0984f04b01","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Pole Negative Half","","Mimic Pole Negative Half.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","0b86a987-fc08-4469-907d-03477985ddbc","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Pole Negative Quarter","","Mimic Pole Negative Quarter.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","1682f71b-35d2-4ae2-a11f-c26a6c6a483b","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Pole Quarter Hollow","","Mimic Pole Quarter Hollow.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","f1fe66b2-642b-4687-8550-94de61dc96ba","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Pole Quarter","","Mimic Pole Quarter.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","83db9aaf-3aaf-4637-bff8-67f78e3b323b","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Pole Tapered Hollow","","Mimic Pole Tapered Hollow.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","61323991-bca1-4714-bde6-db608719f910","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Pole Tapered","","Mimic Pole Tapered.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","4ae5fc0e-6597-445a-8d99-fc3b8d690f9f","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Sphere Half Hollow","","Mimic Sphere Half Hollow.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","2747e251-4fb0-4ba1-8a2c-9334875f3494","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic Sphere Half","","Mimic Sphere Half.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","ae5371d8-aeb3-4056-ad37-5ff880cf970b","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Mimic: Sphere","","Mimic: Sphere.png","Unset or unrecognized block category","100","4","3","0","1","1","1","34.6","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","48f11f4d-8321-4778-ab6c-651656890b23","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Mimic: Torus","","Mimic: Torus.png","Unset or unrecognized block category","100","4","3","0","1","1","1","34.6","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","eb892953-0779-4a27-80b4-c84b8607b6d6","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Mimic Triangle To Triangle","","Mimic Triangle To Triangle.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","50","10","0","0","True","1","1","1","1","1","1","be56621f-3275-4b0b-828c-0603bb0b9ca8","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Mimic: Tube","","Mimic: Tube.png","Unset or unrecognized block category","100","4","3","0","1","1","1","34.6","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","7d0079d8-48f8-4e04-8568-38af64241440","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Porthole Alloy","A useful way for crew to view the outside world, without getting wet.","Porthole Alloy.png","Decorations","300","35","5","5","1","1","1","32.6","37.5","0","100","2","10","40","7","0","True","1","1","1","1","1","1","0fbfae3b-76ac-43f4-be8f-36739389dac7","0.2","1","1","True","0","True","True","True","True","0","False","True","False","False","False","Porthole Port","Porthole Glass"
"Porthole Metal","A useful way for crew to view the outside world, without getting wet.","Porthole Metal.png","Decorations","350","40","40","5","1","1","1","-1.7","37.5","0","100","2","0","40","8","0","True","1","1","1","1","1","1","534b8fe0-1184-4191-a249-d78ba2df3332","0.5","1","1","True","0","True","True","True","True","0","False","True","False","False","False","Porthole Port","Porthole Glass"
"Railing L TA 1m M2","Place against the side of your vehicle to stop the player from falling off.","Railing L TA 1m M2.png","Decorations","20","13","5","0.15","1","1","2","-1.2","3.8","0","100","2","50","20","0","0","False","0.05","0.05","0.05","0.05","0.05","0.05","d0719f9b-28c3-45a2-9896-bbc4f9e1a602","0.3","0.05","1","False","0","True","True","True","True","0","False","True","True","True","True"
"Railing R TA 1m M2","Place against the side of your vehicle to stop the player from falling off.","Railing R TA 1m M2.png","Decorations","20","13","5","0.15","1","1","2","-1.2","3.8","0","100","2","50","20","0","0","False","0.05","0.05","0.05","0.05","0.05","0.05","6a96b58b-862c-4bc2-8701-3340027f061e","0.3","0.05","1","False","0","True","True","True","True","0","False","True","True","True","True"
"Railing TA 1m M1","Place against the side of your vehicle to stop the player from falling off.","Railing TA 1m M1.png","Decorations","20","13","5","0.15","1","1","2","-1.2","3.8","0","100","2","50","20","0","0","False","0.05","0.05","0.05","0.05","0.05","0.05","9f59f0aa-4a84-49d3-ac0b-1f65b3308324","0","0.05","1","False","0","True","True","True","True","0","False","True","True","True","True"
"Reinforced Wood 2m","A decking piece that combines the look of wood with some of the protection of metal.","Reinforced Wood 2m.png","Building blocks","550","24","50","6","2","1","1","26","75","0","100","8","30","30","4.8","0","True","1","1","1","1","1","1","d92c5b73-d0fd-423e-98fc-76b1cd91b524","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Reinforced Wood 3m","A decking piece that combines the look of wood with some of the protection of metal.","Reinforced Wood 3m.png","Building blocks","862.5","24","75","9","3","1","1","38.9","112.5","0","100","8","30","30","4.8","0","True","1","1","1","1","1","1","50bdd099-dd8d-43f8-b43d-dd14c60be096","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Reinforced Wood 4m","A decking piece that combines the look of wood with some of the protection of metal.","Reinforced Wood 4m.png","Building blocks","1200","24","100","12","4","1","1","51.9","150","0","100","8","30","30","4.8","0","True","1","1","1","1","1","1","6e2afb0f-97b6-4017-b14c-158146da6854","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Reinforced Wood","A decking piece that combines the look of wood with some of the protection of metal.","Reinforced Wood.png","Building blocks","250","24","25","3","1","1","1","13","37.5","0","100","8","30","30","4.8","0","True","1","1","1","1","1","1","2f7f61ae-79f1-4139-a790-3f2c26bda4e4","0.3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Stacked Stairs","Decorative stairs.","Stacked Stairs.png","Decorations","180","6","10","1","1","1","2","65.2","75","0","100","2","60","10","0","0","False","0.1","0.1","0.7","0.7","0.1","0.1","4dc97284-74c1-4d5c-9673-f3209da7e9f0","0.3","1","1","False","0","True","True","True","True","0","False","False","False","False","False"
"Stairs","An elevation assistance appliance.","Stairs.png","Decorations","90","3","5","0.5","1","1","1","32.6","37.5","0","100","2","60","10","0","0","False","0.1","0.1","0.7","0.7","0.1","0.1","ce77cd15-ad63-425f-ab0c-28b16584d5a1","0.3","1","1","False","0","True","True","True","True","0","False","False","False","False","False"
"my display name is different","","my display name is different.png","Unset or unrecognized block category","100","4","1","0","1","1","1","36.5","37.5","0","100","100","60","10","0","0","True","1","1","1","1","1","1","31e2129c-ac20-4266-8efd-b07f6200a434","0.3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Truss 1m","A skeletal frame.","Truss 1m.png","Building blocks","100","30","3","2","1","1","1","0.8","3.8","0","100","2","20","30","0","0","True","0.2","0.2","0.2","0.2","0.2","0.2","8bd20877-417f-4094-ab24-1ebae4d73f85","0.3","0.1","1","False","0","True","True","True","True","0","False","True","False","False","False"
"AI Breadboard","Connects to the AI and can control various things like which behaviours are active, based on the Mainframe's current target, or other vehicle based information.","AI Breadboard.png","AI","100","1","10","10","1","1","1","27.7","37.5","100","100","0","60","10","0","0","False","0.5","0.5","1","1","0.5","0.5","5ef97d26-1196-4b1a-ba1d-fd539c26b684","1.5","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"AI Card Slot (this version now obsolete)","Card slots are connected to by the mainframe, connectors and other card slots. Insert your AI cards into these. This card slot has openings for cards on the front and back (relative to the orientation of the vehicle).","AI Card Slot (this version now obsolete).png","AI","75","1","10","10","1","1","1","27.7","37.5","60","100","0","60","10","0","0","True","1","1","1","1","1","1","2b0444a1-9ec4-4c01-804e-a6cf07cb176d","1.5","1","1","True","0","True","True","True","True","1","False","False","False","False","False"
"AI Card Slot","Card slots are connected to by the mainframe, connectors and other card slots. Insert your AI cards into these. This card slot has openings for cards on the left and right and you can place it at any orientation you like.","AI Card Slot.png","AI","100","1","10","10","1","1","1","27.7","37.5","100","100","0","60","10","0","0","False","1","1","1","1","1","1","edd65760-896f-4f6a-ba8c-eb2b072635f4","1.5","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"AI Connector (5 way)","Connectors connect to everything. This one has connections downwards, left, right, front and back.","AI Connector (5 way).png","Unset or unrecognized block category","100","1","10","5","1","1","1","27.7","37.5","100","100","0","60","10","0","0","False","1","1","1","1","1","1","8ccc8d39-5a97-4cb2-b708-d3ffefd5dc19","1","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"AI Connector (6 way)","Connectors connect to everything. This one has connections up, down, left, right, front and back.","AI Connector (6 way).png","AI","100","1","10","2","1","1","1","27.7","37.5","100","100","0","60","10","0","0","False","1","1","1","1","1","1","f29b1372-f4f3-4305-aa85-5fe214361fb7","1","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"AI Mainframe","Mainframes are the core of every AI system. These always point in the forwards direction of the vehicle.","AI Mainframe.png","AI","200","5","10","300","1","1","1","27.7","37.5","100","100","0","60","10","0","0","True","1","1","1","1","1","1","26a604f0-071c-49ca-8a0e-e1d9c959b1c5","1.5","1","1","True","3","True","True","True","True","0","False","False","False","False","False"
"Aim point selection","this CARD will select the vulnerable points on a constructable for targeting via the local weapon controllers.","Aim point selection.png","AI","100","1","10","20","1","1","1","27.7","37.5","100","100","0","60","10","0","0","False","1","1","1","1","1","1","9d2ff3d6-abc2-4378-b47c-cad42d4af1bc","1.5","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"All-in-one CIWS controller","The CIWS controller directs weapon fire at incoming projectiles. Make sure the AI has a munition warner that can see the projectile. If using a cannon with explosive or flak warheads, make sure that the shells have a timed fuse and that the cannon has a laser targeter component as well.  This controller has a built-in wireless receiver and failsafe.","All-in-one CIWS controller.png","Defence","200","10","40","150","1","1","1","-1.7","37.5","100","100","0","60","10","0","0","True","1","1","1","1","1","1","bba933c2-d3a8-4eff-9615-70c197df8a8f","1","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"All-in-one local weapon controller","This controller will fire weapons and turrets connected on any of its six directions(sides) with a range of 2 blocks (i.e 12 blocks are checked for weapons), as long as targets have been detected (and or tracked) by the associated mainframe. To control the rotation of a turret (as well as the weapons on the turret) place this on the main vehicle, or on the turret itself following the aforementioned placement instructions. This controller has a built-in wireless receiver and failsafe.","All-in-one local weapon controller.png","AI","200","10","40","100","1","1","1","-1.7","37.5","100","100","0","60","10","0","0","True","1","1","1","1","1","1","f1070c58-4f5d-40c2-b5ed-8c08673d71a5","1.5","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Close-in weapon system controller","The CIWS controller directs weapon fire at incoming projectiles. Make sure the AI has a munition warner that can see the projectile. If using a cannon with explosive or flak warheads, make sure that the shells have a timed fuse and that the cannon has a laser targeter component as well.","Close-in weapon system controller.png","Defence","200","10","10","50","1","1","1","27.7","37.5","100","100","0","60","10","0","0","True","1","1","1","1","1","1","23b1fef3-0556-4a51-88fc-d4a223c3e934","1","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Behaviours & Additional Routines ","This CARD can be inserted into a card slot and will allow you to add one extra behaviour routine or additional routine to the AI Mainframe.","Behaviours & Additional Routines .png","AI","100","1","10","35","1","1","1","27.7","37.5","100","100","0","60","10","0","0","False","1","1","1","1","1","1","57cd27b4-7876-41a7-8030-d5099d86bc0a","1.5","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Bombing run airplane AI","Airplane that does straight bombing runs at the enemy","Bombing run airplane AI.png","AI","100","1","10","50","1","1","1","27.7","37.5","60","100","0","60","10","0","0","False","1","1","1","1","1","1","c0577484-fdc7-43d4-bb51-a4d3fc378141","1.5","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Bombing run hovercraft AI","Hovercraft that does straight bombing runs at the enemy","Bombing run hovercraft AI.png","AI","100","1","10","50","1","1","1","27.7","37.5","100","100","0","60","10","0","0","False","1","1","1","1","1","1","8af05ae6-7876-41a7-8030-d5099d86bc0a","1.5","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Build conduit","The build conduit allows you to build on any vehicle with a friendly mainframe, accessible via the Strategic View GUI (Press ˝N˝).","Build conduit.png","AI","75","1","10","10","1","1","1","27.7","37.5","60","100","0","60","10","0","0","True","1","1","1","1","1","1","7aacb57c-355d-4345-9d35-b34850058753","1.5","1","1","True","0","True","True","True","True","1","False","False","False","False","False"
"Camera 360","Camera 360 uses a 360 degree field of view color camera to detect above water targets based on their above water surface area and orientation. it provides good bearing accuracy but poor range estimation accuracy. It can detect targets in almost a full sphere (it cannot look down through itself!). It can see through glass blocks, portholes, and railings.","Camera 360.png","AI","300","30","10","50","1","1","1","27.7","37.5","30","100","0","20","30","0","0","False","0.2","0.2","1","1","0.2","0.2","c68d0ed7-66d1-42cd-974e-01aa0f36c847","10","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Camera 90 Alternative","(Has same stats as camera90 but has a large base plate) Detects above water targets in a square 90 degree field of view in front of the camera. Detection probability is improved if the target has a lot of above water surface area facing the camera. Has a higher bearing and range accuracy than the Camera 360 but lower than a the Camera Gimbal Tracker. It can see through glass blocks, portholes, and railings.","Camera 90 Alternative.png","AI","300","30","4","20","1","1","1","33.6","37.5","30","100","0","20","30","0","0","False","0.2","0.2","1","1","0.2","0.2","a3840b74-2a1a-440e-b5be-6dded6aca7c0","1.5","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Camera 90","Detects above water targets in a square 90 degree field of view in front of the camera. Detection probability is improved if the target has a lot of above water surface area facing the camera. Has a higher bearing and range accuracy than the Camera 360 but lower than a the Camera Gimbal Tracker. It can see through glass blocks, portholes, and railings.","Camera 90.png","AI","300","30","4","20","1","1","1","33.6","37.5","30","100","0","20","30","0","0","False","0.2","0.2","1","1","0.2","0.2","0d1d97b5-3c99-45bf-8a5d-e7a624b3ddb6","1.5","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Camera Gimbal Tracker","Gimbal trackers can track a single already detected object and provide high quality detections on that object. This one uses a color camera to provide fantastic bearing accuracy but fairly poor range estimates. All color cameras can be detected by the retroreflection sensor 360 if said camera is looking at the retroreflection sensor. It can see through glass blocks, portholes, and railings.","Camera Gimbal Tracker.png","AI","300","30","10","40","1","1","1","27.7","37.5","30","100","0","20","30","0","0","False","0.2","0.2","1","1","0.2","0.2","62e2b663-c26f-461e-ae26-43068010f993","3","1","1","True","0","True","True","True","True","2","False","False","False","False","False","Camera gimbal TOP new","Azimuth Drive for Visual Camera new"
